ASV,Phylum,Class,Order,Family,Genus,Maternal ASV (hatch),Egg Water ASV (hatch),Paternal ASV (hatch),Maternal ASV (pupation),Paternal ASV (pupation),Egg Water ASV (pupation),Late Water ASV (pupation),Egg Water ASV (survival),Late Water ASV (survival)
84716245f53ab2236b84538a9cdd74ed,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,-0.598387719,NA,NA,0.701146964,-1.483215784,0.571081559,0.89214579,NA,NA
84739a30798ceb9d9290e4412e67eb24,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,NA,NA,0.568491912,NA,NA,NA,NA,NA,NA
847ef1a2b17a1c61035475b56d24122d,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
84ec1399e8ee3618cc0686f28b89dbcb,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,0.353460138,NA,NA,-0.817660304,NA,0.370754397,NA,-0.62895887,NA
886bdebcd1b947ccce00aeac366d8609,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,NA,NA,NA,NA,NA,-0.211293037,NA,NA,NA
891019e319f5d8d088ed4f9379fd63ef,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,-0.271916429,NA,NA,NA,NA,NA,NA,NA,NA
8c4cabe11dcdb4267580ca78c7e9cb1b,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudorhodoferax,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
8c55d1108d3cefe1e0f6375e1376ce27,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,NA,NA,NA,NA,NA,NA,NA,NA,-1.801326121
8c8598245ea67244fb156b6f31192a41,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Family_Moraxellaceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
8cb92babedb9f4ff7bedee4ac4f47370,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,NA,NA,NA,-0.444788372,NA,-0.273240854,NA,NA,NA
8cd7646d4eee2b702e680c9a36aa93ee,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,-0.445618726,NA,NA,NA,NA,NA,NA,NA,NA
8cf646f2d2ffa7d4a56e9156530deb71,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,-0.457069424,NA,NA,0.251669537,NA,NA,NA,NA,NA
8d3565638a5a89a00aa3233b2b027489,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,0.449040411,NA,NA,0.374989394,NA,-0.100625318,NA,NA,NA
8d5ecba2cbb96c5e2e01b8b9fced7e06,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,-0.598387719,NA,NA,NA,NA,NA,NA,NA,NA
8f09bac714c02dc9415770271349dc99,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,-0.224600249,NA,NA,-0.592336269,NA,NA,NA,NA,NA
929d9a7f88bd83bc06d889c356d9a13e,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,NA,NA,NA,NA,NA,NA,NA,-0.426812597,NA
9300f96e4700122e2126eeebf4d8caf2,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,NA,0.236604252,NA,NA,NA,NA,NA,NA
946b9f1289f8b3f2b52d0547b6175fea,Firmicutes,Clostridia,Acetivibrionales,Order_Acetivibrionales,Order_Acetivibrionales,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
951bd5ee0c2df7f25c6c2959e3c45295,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Family_Sphingomonadaceae,-0.199829033,NA,NA,NA,NA,0.320433286,NA,NA,NA
97dd96b6bd56805492a523b0d748e8b9,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,-0.383516855,NA,NA,NA,NA,NA,NA,NA,NA
985faddfff65bdf62f4c14bbbe3e8ba5,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,NA,NA,NA,NA,NA,0.427181216,NA,NA,NA
98bc1ec29a4c0f9fbf70d7bfa48a48b6,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Tepidimonas,NA,NA,NA,0.606614488,NA,NA,NA,NA,-0.666228109
99a24244b8ee4488b1bd89c76fbfc176,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Family_Enterococcaceae,-0.37988469,NA,NA,NA,NA,NA,NA,NA,NA
9ad25ad0c98ad04efc2eb11ce95f3b54,Acidobacteriota,Vicinamibacteria,Fen-336,Fen-336,WYBL01,-0.352778152,NA,NA,NA,NA,NA,NA,NA,NA
9ae8011e9347ce18b60ba481bfb72e32,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Family_Rhodocyclaceae,NA,NA,0.19797481,NA,NA,0.370754397,NA,-0.62895887,NA
9ba80d636e5561c9a76f1aa0f67b5b4f,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,-0.341991713,NA,NA,NA,NA,NA,NA,NA,NA
9bfe08c51b7a63c8130c31cf1c4c5665,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,NA,NA,NA,-1.030753919,NA,NA,NA,NA
9c0f13da7e122b66fbc8fedd932c6214,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,NA,NA,NA,NA,NA,-0.627996464,-0.94410152,0.353475622,NA
9c0fb370e79191f46ba2658dd16f3f7a,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0.367212632,NA,NA,NA,NA,NA,NA,0.1903993,NA
a022ba393ceb3a7e109b171c5e901b31,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
a1a3200b76bcd6000a0914892d370b6e,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Family_Enterococcaceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
a27c0544a0789a4e34dc33c69ff79640,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.449040411,NA,NA,-1.091535727,NA,NA,NA,NA,NA
a2f0cf02930b05c8fe5c73965d323288,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA,NA,NA,NA,-1.061537317,0.651247926,NA,NA,NA
a49e86a5d0dea059eb9527154ea35cdb,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
a4ec7013e4edf783c236665eabc60380,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
a5189f77a2cfeab3bc1602ff5c8ac3e9,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.449040411,NA,NA,NA,NA,NA,1.164640606,NA,NA
a51bdc1b5fbef585cd4d5267dac093de,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,NA,NA,NA,NA,-1.076478903,NA,NA,NA,NA
a5d1217aa1cbc154c499796f9040d954,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,-0.542692812,NA,NA,NA,NA,NA,NA,NA,-1.801326121
a634c5e0db961cd9979324335da78247,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Family_Microbacteriaceae,NA,-0.26817504,NA,NA,NA,NA,NA,NA,NA
a79660dddf827d14201bbc0df31583f9,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
a922acd6335473288ef5998e069676d1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,NA,NA,-0.712750266,NA,NA,NA,NA,NA
ad9a88474fe1a5a88942053997b2b30b,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,-0.225365478,0.106720108,NA,NA,NA,NA,NA,NA,NA
b037c7e285a574beeba9fa7b48d756e0,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Family_Chitinophagaceae,-0.418748206,NA,NA,NA,NA,NA,NA,NA,NA
b0a78ca52dd6794c45a59f60f1ca34a3,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Siphonobacter,-0.445618726,NA,NA,NA,NA,NA,NA,NA,NA
b3f56d15e796f3c8df1280aa11fcde5e,Proteobacteria,Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,-0.272907695,NA,NA,NA,NA,NA,NA,NA,NA
b4a6dbffc57baaf07b759c235b54ea32,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,NA,0.269266253,NA,NA,NA,NA,NA,NA
b4c9bc9315d2331ee859d99151ef4b46,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,-0.251119522,NA,NA,0.554667604,NA,NA,NA,NA,NA
b57744bd30af9f7a4d538d0aba27596b,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Family_Burkholderiaceae,NA,NA,NA,-0.744198862,NA,NA,NA,NA,NA
b753f12f9355e2e87f9e88e7a4b4cf9b,Proteobacteria,Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,NA,NA,NA,NA,-0.891076299,NA,NA,NA,NA
b76b0d30f288a705e032a673faf77433,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,NA,NA,NA,NA,NA,NA,-0.409716152,NA
b79f8ffb327d0a73b01c42c275ced626,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
b819656546c402524562eb9af397546e,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,VFKE01,-0.352778152,NA,NA,NA,NA,NA,NA,NA,NA
b93a9e94b6d56d7e4dd2abfbdd797451,Kingdom_Bacteria,Kingdom_Bacteria,Kingdom_Bacteria,Kingdom_Bacteria,Kingdom_Bacteria,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
b9781e39f4300fcfc6d995cf5df79388,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Frigoribacterium,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
b98f8c87cd3159b66ec0a418919be624,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,JC017,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
b9fb9fb89c231c701708b0d411735ed8,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Family_Sphingomonadaceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
bad5dc0c0c4aafcbfb12fd3710d76778,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,M3007,-0.288557599,NA,NA,NA,NA,NA,NA,NA,NA
bd2ebc70501f7d867c204f94c4e483da,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,NA,NA,NA,NA,0.607299454,NA,-1.239928446,NA
be02032347189c13bc055c79dca1c1a6,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,Thermicanus,0.249638982,NA,NA,NA,NA,NA,NA,NA,NA
be34bc2a6ad1dc1fabaeb4de8b1416e9,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
bf5f4f4da286a3c774d31edb1b6cdf32,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,-0.365249208,NA,0.26466536,NA,0.348365658,NA,0.684718791,NA,NA
bfe54af4c9180d37a0d76f6dafe79a5a,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,NA,NA,-0.504317096,NA,NA,NA,NA,NA,NA
c1f617fc8c83594216821f0986d5b3e6,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella,0.454129411,NA,NA,NA,NA,NA,NA,NA,-0.581557867
c332172a40ea46e614413f19c3124297,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,-0.598387719,NA,NA,NA,NA,NA,NA,NA,NA
c54b6665341382ceb4e098c161040fbb,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,-0.210866268,NA,NA,0.180026772,NA,NA,NA,NA,NA
c5a7332399735113a898e9e35b406e5c,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
c618f7903074d8daea2069c84d4fcd89,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,NA,NA,NA,NA,0.633693363,NA,-0.898698612,NA
c6357b5b5bb8c067c51faad5180b4e99,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
c661b8168d9dc44fef7f8d7120e96de3,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,SIO2C1,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
c7c779fa3082af6f739c913c4bd51520,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,Aminipila,-0.341991713,NA,NA,NA,NA,NA,NA,NA,NA
c826ca74780c027f47c4b058a2f7104a,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
c873733a1c472c123f8063297a02c773,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,0.449040411,NA,NA,NA,NA,0.736141218,NA,NA,NA
c87f305e278617ac231a0a57d7a27a25,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Family_Clostridiaceae,-0.20100767,NA,NA,NA,NA,NA,NA,NA,NA
c99411617a88b5f4a84ba5b6cd7eea01,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,NA,NA,NA,-0.609171808,NA,NA,NA,NA,NA
cd42cf9dbcd165b203fa2bf11e18ac4b,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,-0.348016561,NA,NA,NA,-1.413770001,0.607299454,0.951329009,-1.239928446,NA
cda4e6f933bb3108ea3e92f9db411c00,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
ceab0bbfa35e85befbebf76ec65a6ae8,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
cf8bf0b345405caaba7cc3268757a408,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,NA,-0.137929612,NA,NA,-0.104440085,NA,NA,NA
d0792b2b0d7cb4184326f12dd7c53c26,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,-0.20620349,NA,NA,NA,NA,0.409044233,1.164640606,NA,NA
d0b698c7298bf04110a6d2f220879bfb,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
d2208d27b5df4c53eb547f7ac45f4d6b,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,NA,NA,NA,NA,0.620983769,NA,NA,NA
d23fbef2f31d48eda40876cdbc49933a,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,-0.731605527,NA,NA,0.46843074,NA,NA,1.096990993,NA,NA
d252e27da33344148b541d5cb79af156,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,0.221573785,NA,NA,NA,NA,NA,NA,NA,NA
d56ebb77864a21ec27bf3d9d2dd51240,Firmicutes,Bacilli,DSM-16016,Caldibacillaceae,Bacillus,NA,NA,NA,NA,NA,0.607299454,NA,-1.239928446,NA
d5bfa42e61b8ae3b4df2cecbb7d23fe7,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.449040411,NA,0.328766168,NA,NA,NA,NA,NA,NA
d80a776757be4ca590de7d3574aa7f21,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Family_Weeksellaceae,-0.528590647,NA,NA,NA,NA,NA,NA,NA,NA
d8f298eccc87fa0854033cac0ce4baca,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,-0.418748206,NA,NA,0.475241961,-0.866597404,NA,NA,NA,NA
db319224c1303cac231f2e31e0347b06,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
dbe444913c016340fdd0ce9bd2158ccb,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,0.309759349,NA,NA,NA,NA,NA,NA
dd99f608b03839660a7721e9ba0ecf00,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
ddbb3a2a7d6486a2201bb8770feb0a6d,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,JC017,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
de298d81ae1810179dd9648f637ce2a6,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
de9096d98ae04a503e1d7c5affb2de09,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Family_Sphingomonadaceae,NA,NA,NA,NA,NA,NA,NA,0.390866332,-2.399181835
deb8b2f88d2816b2bb9291965c744084,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Schlegelella,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
deeccbb7c150767d939db615f0c86483,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Tolumonas,NA,NA,0.351215973,NA,NA,NA,NA,NA,NA
dff77e7c67d98b74aa0fd40898914d0b,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudacidovorax,NA,NA,NA,NA,-0.898738924,NA,-0.534506169,NA,NA
e1239fdc812b915d559c62a9251b3c60,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,-0.598387719,NA,NA,NA,NA,NA,NA,NA,NA
e34c58c15e409a6a0d736090a9055bcf,Firmicutes,Bacilli,Paenibacillales,NBRC-103111,Paenibacillus,-0.37988469,NA,NA,NA,NA,NA,NA,NA,NA
e473bfe4ced2bb356f4a024b979e22a9,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Family_Acetobacteraceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
e583c466bec1e423da089cb4a74e64c2,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
e5a12d22a03b986d390414a7e390ea90,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,SIO2C1,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
e64306c05500164cb19ad77a6b897029,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,NA,NA,-0.241117861,NA,NA,0.090425859,0.157688541,0.190704048,NA
e6f6be4ccfb278fe562ca7dffb543652,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
e724f2b87d1f38f17d8d833f80fd8079,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Family_Staphylococcaceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
e795fed13ead27da7c3bedd15b4a59c1,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
e7c9f275786c832873052c0e78d72efc,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,NA,-0.219926711,NA,NA,NA,NA,-0.873705807
eacb62c027f1b38ff5ed6af750917d01,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,NA,NA,0.298576174,NA,NA,NA,NA,NA,NA
eb240c8f80389d24643fc21431ef749a,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,NA,NA,0.306702807,NA,NA,NA,NA,NA,NA
eb87bb62ab6369d89dbeadc99b001827,Firmicutes,Negativicutes,DSM-1736,Dendrosporobacteraceae,Dendrosporobacter,-0.272907695,NA,NA,NA,NA,NA,NA,NA,NA
ec30ea29a925f7e73c47ed5962707026,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,NA,NA,NA,NA,NA,-0.267151121,-0.377418785,NA,NA
ec401eab818f8942fe0c25baca538930,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,-0.199255682,NA,NA,NA,NA,NA,NA,NA,NA
eccf16383ba8992f6525ca53e4ae5096,Kingdom_Bacteria,Kingdom_Bacteria,Kingdom_Bacteria,Kingdom_Bacteria,Kingdom_Bacteria,-0.298344836,NA,0.358532564,NA,NA,NA,NA,NA,NA
ee2a40ab09837c1e5980432ca318455a,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
ef5a2480e55d717d0c565e287f82a473,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
efc059f9f9ce149be996c1db1b1d905c,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
f0f099a449a2c76c964d762b9ab2c170,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
f28ea8bf84a19e0a83dd477fc48163f3,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
f52e34a07ff2e814f50950ea181cb271,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,-0.397374282,NA,NA,NA,NA,NA,NA,NA,NA
f94177d64f0f3dd3b8ddc7282ffeaef0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
f9fc30195b1c357bfb8e1b414e2ac5d4,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Family_Burkholderiaceae,NA,NA,0.28574775,NA,NA,NA,NA,NA,NA
fa34fcf46783dd613a648010f4e4e0e9,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,-0.192941589,NA,NA,0.225531411,NA,0.903629731,NA,NA,NA
fca9741d7bcdc137ad78a45a0f50c3b6,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,-0.269610576,NA,NA,NA,NA,NA,NA,NA,NA
fcd256b87f1e8d151209bdbaba0a9a9d,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,0.454129411,NA,NA,-0.866730017,NA,0.488043808,NA,NA,NA
fcf8e1b4df73fc951e134cfa0a0758a5,Proteobacteria,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Arboricoccus,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
fda0746dace4494eb6cfd64b8b7d6036,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
fdc98ace23a34dc8e3a4dfc4f2e9e6b6,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Family_Burkholderiaceae,0.449040411,NA,NA,NA,NA,NA,NA,NA,NA
fedc6df5b15d7430d3c6876db1965c71,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,Family_Caldilineaceae,-0.21152236,NA,NA,NA,NA,NA,NA,NA,NA
