ASV,Phylum,Class,Order,Family,Genus,Coefficient of Maternal ASV (hatch),Coefficient of Egg Water ASV (hatch),Coefficient of Paternal ASV (hatch),Coefficient of Maternal ASV (pupation),Coefficient of Paternal ASV (pupation),Coefficient of Egg Water ASV (pupation),Coefficient of Late Water ASV (pupation),Coefficient of Egg Water ASV (survival),Coefficient of Late Water ASV (survival),Coefficient of Maternal ASV (survival),Coefficient of Paternal ASV (survival),Hatch Sample Type Conditionality,Pupation Sample Type Conditionality,Survival Sample Type Conditionality
891019e319f5d8d088ed4f9379fd63ef,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,-0.271916429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8bc54d575f88d09b2ba16b7f571812ae,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,NA,NA,NA,0.603698661,-1.642235589,NA,NA,NA,NA,4.73143248,NA,NA,38.66622758,8.175316717
8c265997833b66e44da089090237e843,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Family_Polyangiaceae,NA,NA,NA,NA,-0.673142104,NA,NA,NA,NA,NA,NA,NA,7.90493587,NA
8c2fb0cdbe0db119375869b5c4b20a53,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,NA,NA,NA,NA,NA,NA,NA,NA,-0.437031547,NA,NA,NA,11.11165785,NA
8c55d1108d3cefe1e0f6375e1376ce27,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,NA,NA,NA,1.31168306,NA,NA,1.249158501,NA,NA,NA,NA,NA,8.342947394,NA
8cb92babedb9f4ff7bedee4ac4f47370,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,NA,NA,NA,NA,NA,-0.273240855,0.456566454,NA,NA,NA,NA,NA,23.1475182,NA
8cf45fe9e1251163b5d801841857a873,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquabacterium,NA,NA,NA,NA,-0.31428108,NA,NA,NA,NA,NA,NA,NA,9.704130531,NA
8cf646f2d2ffa7d4a56e9156530deb71,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,-0.457069422,NA,NA,0.356129137,NA,NA,1.006681283,NA,NA,NA,NA,NA,18.8359321,15.89669709
8d3565638a5a89a00aa3233b2b027489,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,NA,NA,0.439854945,NA,-0.10062532,NA,NA,0.481493328,NA,NA,11.02768154,25.62794483,14.40434434
8d5ecba2cbb96c5e2e01b8b9fced7e06,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,NA,NA,NA,0.450960261,NA,NA,NA,NA,NA,NA,NA,7.678608044,13.15767286
8f09bac714c02dc9415770271349dc99,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,NA,-0.555156057,NA,NA,0.297905526,NA,NA,-0.658168599,NA,NA,38.89559893,27.56938562
929d9a7f88bd83bc06d889c356d9a13e,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,NA,NA,NA,NA,NA,NA,0.461774749,NA,NA,-0.303795064,NA,NA,9.903545825,11.94941152
9300f96e4700122e2126eeebf4d8caf2,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,NA,0.236604252,NA,0.375808869,NA,NA,NA,NA,NA,NA,NA,11.57923113,10.55029189
951bd5ee0c2df7f25c6c2959e3c45295,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Family_Sphingomonadaceae,NA,NA,NA,NA,NA,0.32043329,0.743942627,NA,NA,NA,NA,NA,14.39439947,NA
97dd96b6bd56805492a523b0d748e8b9,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,-0.383516854,NA,NA,0.286579995,NA,NA,NA,NA,NA,NA,NA,NA,9.21816664,18.99980751
985faddfff65bdf62f4c14bbbe3e8ba5,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,NA,NA,NA,NA,NA,0.427181223,NA,NA,NA,NA,NA,NA,NA,NA
98bc1ec29a4c0f9fbf70d7bfa48a48b6,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Tepidimonas,NA,NA,NA,0.632217988,NA,NA,NA,NA,NA,NA,NA,NA,16.54540673,NA
9ae8011e9347ce18b60ba481bfb72e32,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Family_Rhodocyclaceae,NA,NA,0.19797481,NA,NA,0.370754403,NA,NA,NA,NA,NA,NA,12.22335396,NA
9c0f13da7e122b66fbc8fedd932c6214,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,NA,NA,NA,NA,-0.736366985,-0.627996464,-0.765901238,NA,NA,NA,NA,NA,NA,NA
9c0fb370e79191f46ba2658dd16f3f7a,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA,NA,NA,NA,NA,NA,-0.170599803,NA,NA,NA,NA,14.55581041,NA,11.79665597
9e08c2a6aa9077613cf984b80ea7aab9,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Pseudaeromonas,NA,NA,NA,NA,-0.706155353,NA,NA,NA,NA,NA,NA,NA,7.607397443,NA
a27c0544a0789a4e34dc33c69ff79640,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,NA,NA,-1.494019266,NA,NA,NA,NA,NA,NA,NA,NA,35.20707305,NA
a2f0cf02930b05c8fe5c73965d323288,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA,NA,NA,NA,NA,0.651247934,NA,NA,NA,NA,NA,NA,43.88899262,NA
a5189f77a2cfeab3bc1602ff5c8ac3e9,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,NA,NA,NA,NA,NA,1.586858286,NA,NA,NA,NA,NA,29.73386107,NA
a5d1217aa1cbc154c499796f9040d954,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,-0.542692812,NA,NA,NA,-1.041033384,NA,1.249158501,NA,NA,NA,NA,NA,36.52240116,NA
a79660dddf827d14201bbc0df31583f9,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,NA,NA,-1.229479572,NA,NA,NA,NA,NA,NA,NA,NA,22.92871306,12.53044652
a922acd6335473288ef5998e069676d1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,NA,NA,-0.948449106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad9a88474fe1a5a88942053997b2b30b,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA,0.106349403,NA,NA,NA,NA,-0.300032715,NA,NA,NA,NA,NA,18.52610536,NA
b1962c644e4042f60fcf0327de0438fb,Proteobacteria,Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,NA,NA,NA,NA,0.536290049,NA,NA,NA,NA,NA,NA,NA,16.2367144,12.53044652
b4a6dbffc57baaf07b759c235b54ea32,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,NA,0.269266253,NA,0.43022277,NA,NA,NA,NA,NA,NA,NA,11.81405779,10.55578248
b4c9bc9315d2331ee859d99151ef4b46,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,NA,NA,NA,0.753643671,NA,NA,NA,NA,NA,NA,NA,NA,55.17682999,NA
b7b0f3feee005bde6669fb68042ee47a,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,NA,NA,NA,NA,-0.808239221,NA,NA,NA,NA,NA,NA,NA,6.636215625,NA
bd2ebc70501f7d867c204f94c4e483da,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,NA,NA,NA,NA,0.607299454,NA,NA,NA,NA,NA,NA,32.58450896,12.37232836
be34bc2a6ad1dc1fabaeb4de8b1416e9,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA,NA,NA,-1.494019266,NA,NA,NA,NA,NA,NA,NA,NA,25.49643977,12.53044652
bf5f4f4da286a3c774d31edb1b6cdf32,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,0.26466536,NA,0.422512656,NA,1.120702536,NA,NA,NA,NA,14.13979595,10.54714755,NA
bfe54af4c9180d37a0d76f6dafe79a5a,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,NA,NA,-0.681098346,NA,NA,NA,NA,NA,NA,NA,-1.491419433,12.3873391,8.819195808,NA
c1f617fc8c83594216821f0986d5b3e6,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella,0.431943088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.41808396,NA
c282bbb847f673157cf0e7617a4353f2,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Family_Aeromonadaceae,NA,NA,NA,NA,-0.72752831,NA,NA,NA,NA,NA,NA,NA,7.412289842,NA
c54b6665341382ceb4e098c161040fbb,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,-0.210866268,NA,NA,0.365218503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c5a7332399735113a898e9e35b406e5c,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA,NA,NA,-1.482114381,NA,NA,NA,NA,NA,NA,NA,NA,7.691279256,12.53044652
c618f7903074d8daea2069c84d4fcd89,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,NA,0.194614379,NA,NA,0.633693364,NA,NA,NA,NA,NA,NA,35.14868095,NA
c6357b5b5bb8c067c51faad5180b4e99,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,NA,NA,0.379667579,NA,NA,NA,NA,NA,NA,NA,NA,21.67921521,12.53044652
c7c779fa3082af6f739c913c4bd51520,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,Aminipila,NA,NA,NA,NA,1.198518216,NA,NA,NA,NA,NA,NA,NA,NA,13.62183011
c873733a1c472c123f8063297a02c773,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,NA,NA,NA,NA,-0.787986568,0.736141224,NA,NA,NA,NA,NA,NA,43.03567524,NA
c87f305e278617ac231a0a57d7a27a25,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Family_Clostridiaceae,NA,NA,-0.915886513,NA,NA,NA,0.653786938,NA,NA,NA,NA,NA,28.11321642,22.57853477
c99411617a88b5f4a84ba5b6cd7eea01,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,NA,NA,NA,NA,NA,NA,-0.812983367,NA,NA,-0.868753118,NA,NA,34.25111077,22.21406628
cd42cf9dbcd165b203fa2bf11e18ac4b,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,NA,NA,NA,NA,-1.763760346,0.607299454,1.383075421,NA,NA,NA,NA,NA,51.27430819,NA
ce5eea8e7eb39c9ec26edd8cb297bdbf,Actinobacteriota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Modestobacter,NA,NA,NA,NA,-0.72752831,NA,NA,NA,NA,NA,NA,NA,7.412289842,NA
cf8bf0b345405caaba7cc3268757a408,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,NA,-0.152114136,NA,NA,-0.104440086,NA,NA,NA,NA,NA,NA,14.07055821,NA
d0792b2b0d7cb4184326f12dd7c53c26,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,NA,NA,NA,NA,NA,0.409044236,1.586858286,NA,NA,NA,NA,NA,25.14898959,NA
d2208d27b5df4c53eb547f7ac45f4d6b,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,NA,NA,NA,NA,0.620983769,0.235325088,NA,NA,NA,NA,NA,22.96913614,20.48537175
d23fbef2f31d48eda40876cdbc49933a,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,-0.731605526,NA,NA,0.637812574,NA,NA,1.06474314,NA,NA,NA,NA,NA,32.08779726,18.88952298
d34a359930fa7d16269719f7db660e0a,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herbaspirillum,NA,NA,NA,NA,NA,NA,0.563765878,NA,NA,NA,NA,NA,23.03761106,NA
d56ebb77864a21ec27bf3d9d2dd51240,Firmicutes,Bacilli,DSM-16016,Caldibacillaceae,Bacillus,NA,NA,NA,NA,NA,0.607299454,NA,NA,NA,NA,NA,NA,NA,NA
d5bfa42e61b8ae3b4df2cecbb7d23fe7,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,0.328766168,NA,0.531273432,NA,NA,NA,NA,NA,NA,NA,NA,10.56976289
d8f298eccc87fa0854033cac0ce4baca,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,NA,NA,NA,0.591521293,NA,NA,NA,NA,NA,NA,NA,NA,41.06896142,NA
da2802fccbb7d58d5da5d5357af9d81a,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.809173123,NA,NA,4.878576176,10.09549246
db319224c1303cac231f2e31e0347b06,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,NA,NA,-1.472572402,NA,NA,NA,NA,NA,NA,NA,NA,15.92004027,12.53044652
dbe444913c016340fdd0ce9bd2158ccb,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,0.309759349,NA,0.498694963,NA,NA,NA,NA,NA,NA,NA,12.09522129,10.56476822
deb8b2f88d2816b2bb9291965c744084,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Schlegelella,NA,NA,NA,NA,-0.868502092,NA,NA,NA,NA,NA,NA,NA,16.58893065,NA
deeccbb7c150767d939db615f0c86483,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Tolumonas,NA,NA,0.351215973,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.219125,10.57625872
e1239fdc812b915d559c62a9251b3c60,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA,NA,NA,0.660027081,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.15767286
e17375b9ca23588649a898e39d9c1d55,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Heliimonas,NA,NA,NA,NA,0.536290049,NA,NA,NA,NA,NA,NA,NA,16.2367144,12.53044652
e473bfe4ced2bb356f4a024b979e22a9,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Family_Acetobacteraceae,NA,NA,NA,NA,NA,NA,0.653786938,NA,NA,NA,NA,NA,22.21336494,NA
e64306c05500164cb19ad77a6b897029,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,NA,NA,-0.310154862,NA,NA,0.188840319,0.217069579,NA,NA,NA,NA,18.14306023,NA,24.76119428
e795fed13ead27da7c3bedd15b4a59c1,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,NA,NA,NA,-1.494019266,NA,NA,NA,NA,NA,NA,NA,NA,25.49643977,12.53044652
e7c9f275786c832873052c0e78d72efc,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,NA,NA,NA,NA,-0.520657078,NA,-1.041849315,NA,NA,NA,15.71080033,21.1169283
eacb62c027f1b38ff5ed6af750917d01,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,NA,NA,0.298576174,NA,0.479661367,NA,NA,NA,NA,NA,NA,NA,12.01853212,10.56205573
eb240c8f80389d24643fc21431ef749a,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,NA,NA,0.306702807,NA,0.493486918,NA,NA,NA,NA,NA,NA,NA,12.07432744,10.56400989
ec30ea29a925f7e73c47ed5962707026,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,NA,NA,NA,NA,-0.787986568,-0.279298131,-0.293331888,NA,NA,NA,NA,NA,NA,NA
ee2a40ab09837c1e5980432ca318455a,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,NA,NA,NA,-1.234436824,NA,NA,NA,NA,NA,NA,NA,NA,23.09717574,12.53044652
ef5a2480e55d717d0c565e287f82a473,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,NA,NA,-1.466484743,NA,NA,NA,NA,NA,NA,NA,NA,24.91404925,12.53044652
efc059f9f9ce149be996c1db1b1d905c,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,NA,NA,-1.228731137,NA,NA,NA,NA,NA,NA,NA,NA,22.89554399,12.53044652
f2074f0881737743e5c8a8114114dce3,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.930166365,NA,NA,10.99575121,13.17339623
f52e34a07ff2e814f50950ea181cb271,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,NA,NA,0.635761847,NA,NA,NA,NA,NA,NA,NA,NA,15.40112237,13.52902963
f8dce590f318099b1f8cf3f8e9452a02,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Family_Rhizobiaceae,NA,NA,NA,NA,NA,NA,-0.739416388,NA,NA,NA,NA,NA,30.17165928,NA
f94177d64f0f3dd3b8ddc7282ffeaef0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,NA,-1.476128842,NA,NA,NA,NA,NA,NA,NA,NA,7.968796308,12.53044652
f9fc30195b1c357bfb8e1b414e2ac5d4,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Family_Burkholderiaceae,NA,NA,0.28574775,NA,0.457943028,NA,NA,NA,NA,NA,NA,NA,11.92969205,10.55915828
fa34fcf46783dd613a648010f4e4e0e9,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,NA,NA,NA,0.43967079,NA,0.90362973,NA,NA,NA,NA,NA,NA,36.46217603,NA
fca9741d7bcdc137ad78a45a0f50c3b6,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,NA,NA,NA,0.514451234,NA,NA,NA,NA,NA,NA,NA,7.10195473,13.73717747
fcd256b87f1e8d151209bdbaba0a9a9d,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,0.431943088,NA,NA,-1.477158786,NA,0.488043816,NA,NA,NA,NA,NA,NA,43.75423854,NA
fcf8e1b4df73fc951e134cfa0a0758a5,Proteobacteria,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Arboricoccus,NA,NA,NA,-1.230830348,NA,NA,NA,NA,NA,NA,NA,NA,22.98187601,12.53044652
fdc98ace23a34dc8e3a4dfc4f2e9e6b6,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Family_Burkholderiaceae,NA,NA,NA,-1.482114381,NA,NA,NA,NA,NA,NA,NA,NA,7.352663736,12.53044652
